"concept_id","sex","age_group","patient_count_d1","patient_count_d2","denominator_d1","denominator_d2","prevalence_d1","prevalence_d2","log2_pr","se","ci_low","ci_high","ci_width","fold_diff","fold_ci_low","fold_ci_high","fold_ci_width","fold_symmetric","z","p_value","sig","meta_model_type","n_strata"
4189015,"M","50-59",1183,985,352310,154689,0.00335783826743493,0.00636761502110687,0.893599411392283,0.0794313809991733,0.737916765391625,1.04928205739294,0.311365292001317,1.8578054258713,1.66776586506706,2.06949972576521,0.401733860698147,1.8578054258713,11.2499543650334,2.31711917456805e-29,TRUE,"Random-Effects",13
4189015,"M","60-69",865,688,283100,109048,0.00305545743553515,0.00630914826498423,1.0345595237918,0.103168629660787,0.832352725322307,1.23676632226129,0.404413596938987,2.04848811675344,1.78058674994785,2.35669706325903,0.57611031331118,2.04848811675344,10.027849814361,1.14993451516735e-23,TRUE,"Random-Effects",13
4189015,"M","70-79",374,291,144662,51052,0.00258533685418424,0.00570007051633628,1.09231231608199,0.143487850847696,0.811081296201449,1.37354333596253,0.562462039761077,2.13215499324879,1.75452596262657,2.5910616383414,0.836535675714832,2.13215499324879,7.61257702048529,2.68683980092924e-14,TRUE,"Random-Effects",11
4189015,"M","80+",48,35,29088,9225,0.00165016501650165,0.0037940379403794,1.16983992542563,0.321039007371764,0.540615033344486,1.79906481750678,1.25844978416229,2.24986732095963,1.45459249049088,3.47994575457614,2.02535326408527,2.24986732095963,3.64391833566491,0.000268518649342973,TRUE,"Random-Effects",4
4189219,"M","20-29",10,5,36348,17190,0.000275118300869374,0.00029086678301338,0.0803064391511051,0.790083762528996,-1.46822928017562,1.62884215847783,3.09707143865346,1.05724258289703,0.361425629537242,3.09264697282796,2.73122134329072,1.05724258289703,0.101642943393812,0.919040092043659,FALSE,"Pass-Through",1
4189219,"M","30-39",8,5,35927,17128,0.000222673755114538,0.000291919663708547,0.390639865549992,0.822353614352961,-1.22114360113815,2.00242333223813,3.22356693337629,1.31097471975712,0.428942567551415,4.00672454975282,3.5777819822014,1.31097471975712,0.47502662933798,0.634767992949052,FALSE,"Pass-Through",1
4189586,"F","10-19",262,134,150285,55807,0.001743354293509,0.00240113247442077,0.354669321742896,0.154157823183641,0.0525255403678664,0.656813103117925,0.604287562750059,1.27869246024723,1.03707881599673,1.57659609151467,0.539517275517933,1.27869246024723,2.30068973742835,0.0214091745890861,TRUE,"Random-Effects",7
4189586,"F","20-29",7847,7159,347890,250878,0.0225559803386128,0.0285357823324484,0.344578134538081,0.043991168319879,0.258357028993279,0.430799240082883,0.172442211089604,1.26977962582052,1.19611576727504,1.34798013893094,0.151864371655905,1.26977962582052,7.83289345789825,4.76768310487761e-15,TRUE,"Random-Effects",13
4189586,"F","30-39",10059,10264,417777,354413,0.0240774384420397,0.0289605629590337,0.266282863907992,0.0248972159500639,0.217485217330551,0.315080510485434,0.0975952931548829,1.20270503573326,1.16270509090904,1.2440810780722,0.0813759871631612,1.20270503573326,10.6952867518229,1.07087896074099e-26,TRUE,"Random-Effects",13
4189586,"F","40-49",5840,6227,387796,352668,0.0150594642544018,0.0176568330554516,0.22977010361962,0.0260733562905633,0.178667264334035,0.280872942905205,0.10220567857117,1.1726480704945,1.13183783082678,1.21492978921724,0.0830919583904595,1.1726480704945,8.81244827321217,1.22441887028557e-18,TRUE,"Random-Effects",13
