"d1_name","d2_name","compared_at","n_condition_concepts","n_condition_yearly_rows","n_procedure_concepts","n_procedure_yearly_rows","n_drug_concepts","n_drug_yearly_rows"
"EH30","Estbb","2026-03-20 14:50:46",2955,204466,1096,74022,613,60672
