"dataset_name","db_path","extracted_at","n_conditions","n_condition_prevalence_rows","n_rare_conditions","n_procedures","n_procedure_prevalence_rows","n_drugs","n_drug_prevalence_rows","age_clamp_max","k_anonymity"
"TUKEvents",NA,"2026-03-26 09:10:11",4226,74143,2364,1679,50886,136,984,80,5
