"dataset_name","db_path","extracted_at","n_conditions","n_condition_prevalence_rows","n_rare_conditions","n_procedures","n_procedure_prevalence_rows","n_drugs","n_drug_prevalence_rows","age_clamp_max","k_anonymity"
"EH30",NA,"2026-03-17 12:27:55",6305,308608,2408,2167,106181,862,73254,80,5
