"concept_id","relationship","target_concept_id","target_concept_name"
4253785,"method",4044525,"Excision - action"
4253785,"procedure_site",4041801,"Structure of tendon sheath within hand"
4253785,"procedure_site",4219816,"Synovial tendon sheath structure"
4253787,"method",4044525,"Excision - action"
4253787,"procedure_site",4140098,"Esophageal structure"
4253894,"method",4044182,"Incision - action"
4253894,"procedure_site",4050631,"Maxillary sinus structure"
4254204,"method",4044523,"Puncture - action"
4254204,"procedure_site",4321867,"Structure of amnion"
4254477,"method",4044698,"Counseling - action"
4256346,"method",4044909,"Management - action"
4257824,"method",4106470,"Insertion - action"
4258010,"method",4044182,"Incision - action"
4258010,"method",4113232,"Osteotomy - action"
4258010,"procedure_site",4309446,"Bone structure of jaw"
4258374,"method",4044909,"Management - action"
4258554,"method",4044517,"Drainage - action"
4258554,"method",4044182,"Incision - action"
4258554,"procedure_site",4217649,"Structure of capsule of hip joint"
4258614,"method",4044550,"Dilation - action"
4258614,"procedure_site",4195956,"Tracheal structure"
4259286,"method",4117981,"Repair - action"
4259286,"procedure_site",4300066,"Umbilical structure"
4259495,"method",4201409,"Examination - action"
4259495,"procedure_site",4208981,"Retinal structure"
4259622,"method",4044190,"Injection - action"
4260104,"method",4045072,"Construction - action"
4260104,"method",4044182,"Incision - action"
4260104,"method",4043866,"Inspection - action"
4260104,"procedure_site",37303867,"Abdomen"
4260104,"procedure_site",4244412,"Anterior abdominal wall structure"
4261015,"method",4044182,"Incision - action"
4261015,"procedure_site",4050631,"Maxillary sinus structure"
4261365,"method",4045072,"Construction - action"
4261365,"method",4043851,"Exteriorization - action"
4261365,"procedure_site",4244412,"Anterior abdominal wall structure"
4261365,"procedure_site",4171827,"Transverse colon structure"
4261497,"method",4081836,"Ultrasound imaging - action"
