"dataset_name","db_path","extracted_at","n_conditions","n_condition_prevalence_rows","n_rare_conditions","n_procedures","n_procedure_prevalence_rows","n_drugs","n_drug_prevalence_rows","age_clamp_max","k_anonymity"
"Estbb",NA,"2026-03-18 19:13:54",6280,343424,2735,2141,110980,867,91959,80,5
