"concept_id","relationship","target_concept_id","target_concept_name"
74470,"finding_site",4200396,"Upper limb structure"
74470,"morphology",4175951,"Morphologically abnormal structure"
74470,"occurrence",4116830,"Congenital"
74470,"pathology",4204670,"Pathological developmental process"
74472,"finding_site",4211098,"Foot structure"
74472,"morphology",4263843,"Deformity"
74472,"occurrence",4116830,"Congenital"
74472,"pathology",4204670,"Pathological developmental process"
74533,"finding_site",4106395,"Toe structure"
74533,"morphology",4060415,"Crushing injury (morphology)"
74582,"finding_site",4144541,"Rectum structure"
74582,"morphology",37153816,"Malignant neoplasm"
74582,"morphology",4312326,"Neoplasm, malignant (primary)"
74582,"pathology",37157802,"Primary malignant neoplastic proliferation"
74606,"finding_site",4154333,"Bone structure"
74606,"morphology",4305589,"Neoplasm, benign"
74635,"finding_site",4027397,"Lumbar spinal nerve root structure"
74635,"finding_site",4134457,"Sacral spinal nerve root structure"
74706,"finding_site",4216845,"Genital structure"
74706,"occurrence",37160318,"Maternal pregnancy period"
74716,"finding_site",4298444,"Breast structure"
74716,"occurrence",4112266,"Maternal postpartum"
74723,"finding_site",4214466,"Joint structure"
74726,"finding_site",4214466,"Joint structure"
74726,"morphology",4227147,"Dislocation"
74728,"finding_site",4230317,"Structure of synovial membrane of joint"
74728,"finding_site",4036124,"Tendon sheath structure"
74728,"morphology",4053015,"Inflammation"
74728,"morphology",4253008,"Inflammatory morphology"
74731,"finding_site",4154333,"Bone structure"
74737,"finding_site",4154333,"Bone structure"
74737,"morphology",4294380,"Aneurysmal bone cyst"
74739,"finding_site",4154333,"Bone structure"
74740,"finding_site",4219902,"Digit structure"
74740,"morphology",4238909,"Supernumerary structure"
74740,"occurrence",4116830,"Congenital"
74740,"pathology",4204670,"Pathological developmental process"
74772,"finding_site",4221855,"Bone structure of carpus"
74772,"morphology",4178756,"Fracture, open"
74777,"finding_site",4284385,"Bone structure of talus"
74777,"morphology",4049776,"Fracture, closed"
74816,"finding_site",4106395,"Toe structure"
74816,"morphology",4203279,"Contusion - lesion"
74855,"causative_agent",4064704,"Human herpes simplex virus"
74855,"finding_site",4216845,"Genital structure"
74855,"pathology",40480911,"Infectious process"
74892,"finding_site",4214466,"Joint structure"
74892,"morphology",1447663,"Deposition of monosodium urate crystals with inflammatory morphology"
74892,"morphology",4053015,"Inflammation"
74998,"finding_site",4134453,"Tunica vaginalis structure"
74998,"morphology",4298084,"Hydrocele"
74998,"pathology",40480911,"Infectious process"
75010,"finding_site",4298444,"Breast structure"
75010,"morphology",4093447,"Dysplasia"
75036,"finding_site",4222144,"Structure of joint of hand"
75036,"morphology",4140663,"Degeneration"
75036,"morphology",1447343,"Degeneration and inflammation"
75039,"finding_site",4169744,"Knee joint structure"
75039,"morphology",4069416,"Loose body"
75048,"finding_site",4133963,"Skeletal muscle structure"
75048,"morphology",4053693,"Interstitial inflammation"
75053,"finding_site",4154333,"Bone structure"
75053,"morphology",4217808,"Fracture"
75070,"finding_site",4128342,"Musculoskeletal structure of spine"
75070,"morphology",4246304,"Anteroposterior abnormal curvature"
75091,"finding_site",4221855,"Bone structure of carpus"
75091,"morphology",4049776,"Fracture, closed"
75092,"finding_site",4251333,"Bone structure of phalanx of hand"
75092,"morphology",36675157,"Compound fracture of multiple bones"
75092,"morphology",4249880,"Fracture, multiple, compound"
75103,"finding_site",4027887,"Ligament of temporomandibular joint"
75103,"morphology",4298490,"Sprain"
75128,"finding_site",4193513,"Chest wall structure"
75128,"morphology",4078068,"Traumatic abnormality"
75206,"finding_site",4041251,"Bone structure of pelvis"
75206,"morphology",4305589,"Neoplasm, benign"
75210,"finding_site",4144541,"Rectum structure"
75210,"morphology",37156895,"Carcinoma in situ"
75210,"morphology",4266173,"Carcinoma in situ - category"
75311,"finding_site",4298444,"Breast structure"
75311,"morphology",4184624,"Sclerosis"
75344,"finding_site",4232203,"Structure of intervertebral disc"
75346,"finding_site",4185116,"Knee meniscus structure"
75346,"morphology",4175951,"Morphologically abnormal structure"
75347,"finding_site",37119244,"Structure of enthesis of spine"
75354,"finding_site",4154333,"Bone structure"
75354,"finding_site",36675069,"Cartilage structure"
75354,"finding_site",4189346,"Cartilaginous tissue structure"
75356,"finding_site",4041289,"Structure of sternocleidomastoid muscle"
75356,"morphology",4175951,"Morphologically abnormal structure"
75356,"occurrence",4116830,"Congenital"
75356,"pathology",4204670,"Pathological developmental process"
75406,"finding_site",4192373,"Finger structure"
75406,"morphology",4060415,"Crushing injury (morphology)"
75488,"finding_site",4227378,"Structure of vertebral column"
75488,"morphology",37153816,"Malignant neoplasm"
75488,"morphology",4312326,"Neoplasm, malignant (primary)"
75488,"pathology",37157802,"Primary malignant neoplastic proliferation"
75512,"finding_site",4215634,"Colon structure"
75512,"morphology",37156895,"Carcinoma in situ"
75512,"morphology",4266173,"Carcinoma in situ - category"
75576,"finding_site",4033554,"Structure of large intestine"
75580,"clinical_course",4236661,"Chronic"
75580,"finding_site",4144541,"Rectum structure"
75580,"morphology",4267601,"Chronic ulcerative inflammation"
75617,"finding_site",36695780,"Joint structure of multiple body sites"
75617,"morphology",4140663,"Degeneration"
75617,"morphology",1447343,"Degeneration and inflammation"
75634,"finding_site",4154333,"Bone structure"
75634,"morphology",4181408,"Malunion of fracture"
75639,"occurrence",4121979,"Fetal period"
75652,"finding_site",4211098,"Foot structure"
75652,"morphology",4132278,"Valgus deformity"
75652,"occurrence",4116830,"Congenital"
75652,"pathology",4204670,"Pathological developmental process"
75689,"finding_site",4298444,"Breast structure"
75689,"morphology",4203279,"Contusion - lesion"
75708,"finding_site",4202233,"Anal structure"
75708,"finding_site",4144541,"Rectum structure"
75708,"morphology",4078373,"Foreign body"
75709,"finding_site",4218477,"Skin and/or subcutaneous tissue structure of upper limb"
