concept_id,relationship,relationship_id,target_concept_id,target_concept_name
4108845,device,Has dir device,4142036,Plaster cast
4108866,device,Has dir device,4067647,Leg prosthesis
4109727,device,Using device,4290594,Endoscope
4112122,device,Has dir device,4223622,Implant
4112234,device,Using device,4290594,Endoscope
4115487,device,Using acc device,4084319,Bronchoscope
4115487,device,Using device,4084319,Bronchoscope
4116186,device,Has dir device,4124293,Venous cannula
4118091,device,Has dir device,4125210,Temporomandibular joint prosthesis
4118895,device,Has dir device,4205702,Prosthesis
4119985,device,Has dir device,4097825,Surgical suture
4120973,device,Has proc device,4122288,Ventricular shunt
4121041,device,Using device,4133890,Stereotactic device
