concept_id,relationship,relationship_id,target_concept_id,target_concept_name
4242877,procedure_site,Has indir proc site,4301775,Intracranial subdural space structure
4244381,procedure_site,Has indir proc site,4040384,Structure of artery of abdomen
4245372,procedure_site,Has indir proc site,4104340,Venous structure
4246185,procedure_site,Has proc site,4203155,Female genital structure
4246527,procedure_site,Has indir proc site,4146820,Biliary tract structure
4247782,procedure_site,Has proc site,4105476,Ciliary body structure
4248955,procedure_site,Has proc site,4325271,Cervix uteri structure
4249123,procedure_site,Has proc site,4196657,Eyelid structure
4249161,procedure_site,Has proc site,4068271,Cardiac valve structure
4250000,procedure_site,Has indir proc site,4029306,Urethral structure
4251314,procedure_site,Has proc site,37303867,Abdomen
4252594,procedure_site,Has indir proc site,4089916,Subconjunctival space
4257824,procedure_site,Has indir proc site,4123621,Structure of urinary bladder and outflow
4258554,procedure_site,Has indir proc site,4082516,Hip joint structure
4259622,procedure_site,Has indir proc site,4096320,Vitreous cavity structure
4260104,procedure_site,Has indir proc site,4288283,Stomach structure
4261365,procedure_site,Has indir proc site,4171827,Transverse colon structure
4262807,procedure_site,Has proc site,4021236,Female perineal structure
4262936,procedure_site,Has indir proc site,4027912,Structure of intracranial artery
4266224,procedure_site,Has indir proc site,4288283,Stomach structure
4266232,procedure_site,Has indir proc site,4219601,Skin structure
4267594,procedure_site,Has proc site,4337115,Ureteric structure
4269993,procedure_site,Has indir proc site,4088327,Nasal cavity structure
4272547,procedure_site,Has indir proc site,4135229,Anterior chamber of eye structure
4272933,procedure_site,Has indir proc site,4098198,Cranial nerve structure
4273546,procedure_site,Has proc site,4237077,Bone structure of face
4275113,procedure_site,Has indir proc site,4149192,Uterine structure
4275564,procedure_site,Has proc site,4217142,Heart structure
4275736,procedure_site,Has indir proc site,4104340,Venous structure
4275747,procedure_site,Has indir proc site,4217988,Subcutaneous tissue structure
4277414,procedure_site,Has indir proc site,4166066,Vulval structure
4277585,procedure_site,Has proc site,4049448,Ovarian structure
4278676,procedure_site,Has indir proc site,4166532,"Structure of artery of head, neck AND/OR brain"
4279393,procedure_site,Has indir proc site,4094242,Renal pelvis structure
4279768,procedure_site,Has indir proc site,4215757,Pulmonary artery structure
4279916,procedure_site,Has indir proc site,4151444,Fallopian tube structure
4282460,procedure_site,Has indir proc site,4279557,Structure of umbilical vein
4282602,procedure_site,Has indir proc site,4271678,Kidney structure
4284252,procedure_site,Has indir proc site,4323840,Structure of artery of lower limb
4284254,procedure_site,Has indir proc site,4080542,Esophageal venous plexus
4287321,procedure_site,Has indir proc site,4104340,Venous structure
4287324,procedure_site,Has indir proc site,4199457,Arterial structure
4288992,procedure_site,Has proc site,4305329,Eye structure
4291347,procedure_site,Has indir proc site,4287390,Head structure
4291474,procedure_site,Has indir proc site,4040384,Structure of artery of abdomen
4293738,procedure_site,Has indir proc site,4106705,Anatomical space structure
4293870,procedure_site,Has indir proc site,4305329,Eye structure
4295019,procedure_site,Has proc site,40481827,Anatomical or acquired body structure
4295140,procedure_site,Has indir proc site,4217806,Knee region structure
4295161,procedure_site,Has indir proc site,4049768,Pancreatic structure
4297365,procedure_site,Has indir proc site,4162264,Hip joint part
4297516,procedure_site,Has proc site,4288283,Stomach structure
4297967,procedure_site,Has indir proc site,4310109,Body tissue structure
4298166,procedure_site,Has indir proc site,4094242,Renal pelvis structure
4298560,procedure_site,Has indir proc site,4262229,Laryngeal structure
4299185,procedure_site,Has indir proc site,4151444,Fallopian tube structure
4299447,procedure_site,Has proc site,4193513,Chest wall structure
4299725,procedure_site,Has proc site,4216544,Mediastinal structure
4300244,procedure_site,Has proc site,4199473,Thoracic structure
4300372,procedure_site,Has proc site,4262229,Laryngeal structure
4300656,procedure_site,Has indir proc site,4105319,Conjunctival structure
4301065,procedure_site,Has indir proc site,4232481,Urinary bladder structure
4301352,procedure_site,Has proc site,4213162,Lung structure
4301559,procedure_site,Has indir proc site,4223398,External auditory canal structure
4302414,procedure_site,Has proc site,4100253,Middle ear structure
4302534,procedure_site,Has proc site,4301506,Lens clear
4302674,procedure_site,Has proc site,4105319,Conjunctival structure
4303291,procedure_site,Has indir proc site,4271678,Kidney structure
4306749,procedure_site,Has indir proc site,4012567,Structure of iliac artery
4307531,procedure_site,Has proc site,4294546,Structure of soft tissue within upper limb
4307663,procedure_site,Has proc site,4032953,Forearm structure
4309374,procedure_site,Has proc site,4099912,Spinal cord structure
4310657,procedure_site,Has indir proc site,4112393,Entire radiocarpal joint
4311038,procedure_site,Has proc site,4201588,Structure of vertebral region of back
4311038,procedure_site,Has proc site,620053,Vertebral column region
4311039,procedure_site,Has indir proc site,4169744,Knee joint structure
4311417,procedure_site,Has indir proc site,4179706,Structure of orbit proper
4312749,procedure_site,Has proc site,4283683,Appendix structure
4314436,procedure_site,Has indir proc site,4034270,Intestinal structure
4319321,procedure_site,Has indir proc site,4034054,Abdomen
4319321,procedure_site,Has indir proc site,37303867,Abdomen
4321430,procedure_site,Has indir proc site,4223398,External auditory canal structure
4322820,procedure_site,Has proc site,4177661,Structure of visual system
4324124,procedure_site,Has indir proc site,4271678,Kidney structure
4326683,procedure_site,Has proc site,4314892,Structure of digestive system
4327115,procedure_site,Has proc site,4107083,Hip region structure
4327488,procedure_site,Has proc site,4014241,Structure of cardiovascular system
4328205,procedure_site,Has proc site,4138680,Anterior eyeball segment structure
4329453,procedure_site,Has proc site,4336841,Bartholin's gland structure
4329458,procedure_site,Has indir proc site,4199473,Thoracic structure
4331674,procedure_site,Has indir proc site,4321375,Thyroid structure
4333131,procedure_site,Has indir proc site,37158920,Structure of cavity of lacrimal sac
4333973,procedure_site,Has proc site,4096320,Vitreous cavity structure
4333973,procedure_site,Has indir proc site,4096320,Vitreous cavity structure
4334590,procedure_site,Has indir proc site,4096320,Vitreous cavity structure
4334716,procedure_site,Has proc site,4165531,Vitreous body structure
4334717,procedure_site,Has proc site,4165531,Vitreous body structure
4334718,procedure_site,Has proc site,4165531,Vitreous body structure
4335865,procedure_site,Has indir proc site,1243094,Structure of subretinal space
4335868,procedure_site,Has proc site,4165531,Vitreous body structure
4336143,procedure_site,Has proc site,4223398,External auditory canal structure
4336544,procedure_site,Has proc site,4195956,Tracheal structure
4336764,procedure_site,Has proc site,4242112,Atrial structure
4336914,procedure_site,Has indir proc site,4230487,Airway structure
4337047,procedure_site,Has indir proc site,4096086,Structure of tracheal lumen
4337049,procedure_site,Has indir proc site,4244890,Structure of bronchial lumen
4338312,procedure_site,Has proc site,4263328,Structure of leaflet of mitral valve
4338441,procedure_site,Has proc site,4305339,Structure of cusp of aortic valve
4338539,procedure_site,Has proc site,4135229,Anterior chamber of eye structure
4338746,procedure_site,Has proc site,4208981,Retinal structure
4338746,procedure_site,Has proc site,4165531,Vitreous body structure
4339288,procedure_site,Has indir proc site,4219982,Coronary artery structure
4339412,procedure_site,Has indir proc site,4301506,Lens clear
4339493,procedure_site,Has indir proc site,4313990,Peripharyngeal area structure
4339493,procedure_site,Has indir proc site,37303927,Peripharyngeal space
4339601,procedure_site,Has indir proc site,4262229,Laryngeal structure
4340646,procedure_site,Has indir proc site,4288283,Stomach structure
4341896,procedure_site,Has indir proc site,4232481,Urinary bladder structure
4343012,procedure_site,Has indir proc site,4337115,Ureteric structure
4353741,procedure_site,Has proc site,4217142,Heart structure
37153525,procedure_site,Has indir proc site,4045430,Tendon structure
37153529,procedure_site,Has indir proc site,4214466,Joint structure
37153627,procedure_site,Has proc site,4242893,Blood vessel structure
37156605,procedure_site,Has indir proc site,4179487,Endometrial cavity structure
37157813,procedure_site,Has indir proc site,4217142,Heart structure
37158794,procedure_site,Has indir proc site,4101845,"Tooth, gum, and/or supporting structure"
37159018,procedure_site,Has indir proc site,4168010,Structure of urinary bladder cavity
37163781,procedure_site,Has proc site,4051578,Nasal sinus structure
37163788,procedure_site,Has proc site,4066714,Scrotal structure
37167470,procedure_site,Has indir proc site,4168010,Structure of urinary bladder cavity
37204555,procedure_site,Has proc site,40481827,Anatomical or acquired body structure
37394520,procedure_site,Has indir proc site,4230487,Airway structure
40307721,procedure_site,Has indir proc site,4325271,Cervix uteri structure
40479651,procedure_site,Has indir proc site,4242893,Blood vessel structure
40480947,procedure_site,Has indir proc site,4300290,Structure of annulus fibrosus of aorta
40482207,procedure_site,Has indir proc site,4298444,Breast structure
40482949,procedure_site,Has indir proc site,4229593,Vagus nerve structure
40483386,procedure_site,Has indir proc site,4233942,Structure of lymphatic system
40487536,procedure_site,Has indir proc site,37219062,Structure of lumen of respiratory tract
40487575,procedure_site,Has indir proc site,4154158,Bile duct structure
40488324,procedure_site,Has indir proc site,4232481,Urinary bladder structure
40488365,procedure_site,Has indir proc site,4123621,Structure of urinary bladder and outflow
40488485,procedure_site,Has indir proc site,4202366,Temporomandibular joint structure
40489321,procedure_site,Has indir proc site,4140098,Esophageal structure
40489325,procedure_site,Has indir proc site,4140098,Esophageal structure
40489804,procedure_site,Has indir proc site,4133034,Brain structure
40490324,procedure_site,Has indir proc site,4094242,Renal pelvis structure
40492529,procedure_site,Has indir proc site,4214466,Joint structure
40492771,procedure_site,Has indir proc site,4094242,Renal pelvis structure
40493292,procedure_site,Has indir proc site,4140098,Esophageal structure
42872469,procedure_site,Has indir proc site,4271678,Kidney structure
42872588,procedure_site,Has indir proc site,4321847,Skin structure of head
42872876,procedure_site,Has indir proc site,4215634,Colon structure
43531531,procedure_site,Has indir proc site,4287390,Head structure
43531648,procedure_site,Has indir proc site,4169744,Knee joint structure
44789813,procedure_site,Has indir proc site,4146820,Biliary tract structure
44790187,procedure_site,Has indir proc site,4254083,Wrist joint structure
44793142,procedure_site,Has proc site,4110209,Structure of outlet of urinary bladder
44801964,procedure_site,Has indir proc site,4104340,Venous structure
44806220,procedure_site,Has indir proc site,4096320,Vitreous cavity structure
44807107,procedure_site,Has indir proc site,4267861,Lower limb structure
45766058,procedure_site,Has proc site,4216845,Genital structure
45766060,procedure_site,Has proc site,4216845,Genital structure
46270663,procedure_site,Has indir proc site,4035784,Structure of serous membrane of peritoneum
46271144,procedure_site,Has indir proc site,4154158,Bile duct structure
46285669,procedure_site,Has indir proc site,4133034,Brain structure
