"d1_name","d2_name","compared_at","n_condition_concepts","n_condition_yearly_rows","n_procedure_concepts","n_procedure_yearly_rows","n_drug_concepts","n_drug_yearly_rows"
"PERHEvents","TUKEvents","2026-03-26 16:24:26",940,37344,540,30759,16,493
