"concept_id","sex","patient_count_d1","patient_count_d2","denominator_d1","denominator_d2","prevalence_d1","prevalence_d2","log2_pr","se","ci_low","ci_high","ci_width","fold_diff","fold_ci_low","fold_ci_high","fold_ci_width","fold_symmetric","z","p_value","sig","meta_model_type","n_strata","tau2","I2","Q","pval_Q","lower_predict","upper_predict"
1244366,"M",876,1357,650835,575533,0.00134596326257807,0.00235781440855694,0.715784469729234,0.419690877768053,-0.106794535336153,1.53836347479462,1.64515801013077,1.64237602172438,0.928649098542538,2.90464826915635,1.97599917061381,1.64237602172438,1.705503997456,0.0881004673779189,FALSE,"Random-Effects",8,1.30314776592293,0.943283959872622,123.421874733829,1.48344194083313e-23,-2.16021323898724,3.59178217844571
1450216,"F",52,57,105262,74115,0.000494005434059775,0.000769075086014977,0.652799056037704,0.281073638649282,0.101904847281487,1.20369326479392,1.10178841751243,1.5722155849613,1.07318950201884,2.30328552501233,1.23009602299348,1.5722155849613,2.3225196755369,0.0202049702314739,TRUE,"Random-Effects",2,0,0,0.0301675315613642,0.862110645675147,-2.91858014258165,4.22417825465706
1450216,"M",201,210,171123,143030,0.00117459371329395,0.00146822344962595,0.320730045070526,0.152449002747153,0.021935490207058,0.619524599933994,0.597589109726936,1.24896239981823,1.01532070001155,1.53636883020504,0.521048130193494,1.24896239981823,2.10385138171404,0.0353914131086287,TRUE,"Random-Effects",4,0,0,2.97353084171972,0.395724229664903,-0.164430720466337,0.805890810607389
3655005,"M",140,72,85165,69524,0.00164386778606235,0.00103561360105863,-0.50805399708509,0.260955118442413,-1.0195166308136,0.00340863664342217,1.02292526745703,0.703170281257877,0.493281596583153,1.00236548022308,0.509083883639932,1.42213063699327,-1.94690182786052,0.0515465054739816,FALSE,"Random-Effects",4,0,0,2.48793065185188,0.477476234182366,-1.33852964961702,0.322421655446838
3655761,"M",29,20,29830,24334,0.000972175662085149,0.000821895290539985,-0.23928185302072,0.420754934337407,-1.06394637063955,0.585382664598114,1.64932903523767,0.847166911483313,0.478321859393067,1.50043691672975,1.02211505733668,1.18040493136009,-0.56869648694087,0.569562132311796,FALSE,"Pass-Through",1,NA,NA,NA,NA,NA,NA
4000518,"F",12,10,26658,18789,0.000450146297546703,0.000532226302623876,0.252880255159471,0.619722256607518,-0.961753048209154,1.46751355852809,2.42926660673725,1.1915836680734,0.513432651627158,2.7654486591755,2.25201600754834,1.1915836680734,0.40805417663033,0.683233900830369,FALSE,"Random-Effects",2,0,0,0.0988772494839267,0.753181161282148,-7.62143761685984,8.12719812717878
4000518,"M",128,117,115678,95563,0.00110651982226525,0.00122432322133043,0.168709133737719,0.188061423830513,-0.199884483851409,0.537302751326848,0.737187235178257,1.12405227723446,0.870620270802903,1.45125672388807,0.580636453085168,1.12405227723446,0.897095907822995,0.369667742150114,FALSE,"Random-Effects",3,0,0,1.07980378095621,0.582805428331122,-0.640453864867209,0.977872132342648
4000739,"F",69,95,99041,70036,0.000696681172443735,0.00135644525672511,0.89333441859744,0.261678700884019,0.380453589343534,1.40621524785135,1.02576165850781,1.85746421734986,1.30175106707942,2.65040944155003,1.34865837447061,1.85746421734986,3.41385988076035,0.000640495067480882,TRUE,"Random-Effects",2,0,0,0.291523728276605,0.589245739995753,-2.43160872993112,4.218277567126
4001216,"M",7,7,6597,5094,0.00106108837350311,0.00137416568511975,0.373011145301928,0.770683305325561,-1.13750037662246,1.88352266722631,3.02102304384877,1.29505300353357,0.454546446102235,3.68974897140455,3.23520252530231,1.29505300353357,0.484000552139061,0.62838547727078,FALSE,"Pass-Through",1,NA,NA,NA,NA,NA,NA
4002057,"F",5,5,10561,7393,0.000473440015150081,0.000676315433518193,0.514514628626597,0.912178151096003,-1.2733216950059,2.3023509522591,3.575672647265,1.42851345867713,0.413706148734597,4.93260907014175,4.51890292140716,1.42851345867713,0.564050594731299,0.572719699885426,FALSE,"Pass-Through",1,NA,NA,NA,NA,NA,NA
4002057,"M",14,11,20831,17477,0.000672075272430512,0.000629398638210219,-0.0830899261273498,0.585049153518939,-1.22976519621012,1.06358534395542,2.29335054016553,0.944033573776271,0.42638683622323,2.09011937683325,1.66373254061002,1.05928435998293,-0.142022128615318,0.887062526747646,FALSE,"Random-Effects",2,0,0,0.496099939849015,0.481218805706247,-7.51684425146469,7.35066439920999
4002066,"F",176,265,246806,172974,0.000713110702333007,0.00153202215361846,0.97211974742474,0.269774132204689,0.443372164343004,1.50086733050648,1.05749516616347,1.96172082912908,1.35977897159382,2.8301280515672,1.47034907997338,1.96172082912908,3.60345797234241,0.000314011540508731,TRUE,"Random-Effects",3,0.135602446702356,0.728655538470165,7.37070507621211,0.025088328572364,-0.991985986430808,2.93622548128029
4002066,"M",237,411,175616,144476,0.00134953534985423,0.00284476314405161,0.777777105760359,0.266309638241977,0.255819806070195,1.29973440545052,1.04391459938033,1.71448716708587,1.19401404431481,2.46183557061003,1.26782152629522,1.71448716708587,2.92057437685995,0.00349386788270228,TRUE,"Random-Effects",4,0.146744805132615,0.723871565718527,10.8645095091581,0.012481545183274,-0.706982051750575,2.26253626327129
4002377,"F",442,284,467346,344940,0.000945766091931888,0.000823331593900388,-0.14672607830381,0.120211058811561,-0.382335424117895,0.0888832675102762,0.471218691628172,0.90329800130231,0.767194655824169,1.06354661488121,0.296351959057038,1.10705437027235,-1.22057055111554,0.222248662045442,FALSE,"Random-Effects",4,0,0,2.67395104541817,0.444672207286978,-0.529291318272904,0.235839161665285
4002377,"M",31,28,47722,41623,0.000649595574368216,0.000672704994834587,0.0798238345423328,0.377254259153338,-0.65958092641255,0.819228595497216,1.47880952190977,1.05688897745855,0.633062161970763,1.76446228786766,1.13140012589689,1.05688897745855,0.211591605940989,0.832425658553327,FALSE,"Random-Effects",3,0,0,0.614128188638615,0.735603451393764,-1.54337023341339,1.70301790249805
4002541,"F",118,166,159361,111638,0.000740457200946279,0.00148694888837134,0.983349462587219,0.175604388161035,0.639171186264398,1.32752773891004,0.688356552645642,1.97705014389778,1.55743417205698,2.50972229941748,0.952288127360494,1.97705014389778,5.59980005559687,2.14599179703099e-08,TRUE,"Random-Effects",3,0,0,1.61720860453891,0.445479387103595,0.227784762510156,1.73891416266428
4002541,"M",11,11,13347,11456,0.0008241552408781,0.000960195530726257,0.277969061925751,0.617366078909171,-0.932046218012937,1.48798434186444,2.42003055987738,1.21248681744092,0.524114447019173,2.80496805770027,2.28085361068109,1.21248681744092,0.450249975536227,0.652530204873642,FALSE,"Random-Effects",2,0,0,0.0543684982938082,0.815628985119006,-7.56641073386356,8.12234885771506
4003224,"M",13,19,12132,8750,0.00107154632377184,0.00217142857142857,1.016465361574,0.519940067007057,-0.0025984438791693,2.03552916702718,2.03812761090635,2.02295658956879,0.998200516965856,4.09973075922556,3.10153024225971,2.02295658956879,1.95496640107985,0.0505870361312089,FALSE,"Pass-Through",1,NA,NA,NA,NA,NA,NA
4003875,"F",127,1265,19224,86329,0.00660632542655015,0.0146532451435786,0.960421619704401,0.135243344461676,0.695349535410772,1.22549370399803,0.530144168587259,1.94587848403986,1.61927670309827,2.33835456744631,0.719077864348041,1.94587848403986,7.10143351990645,1.2347900479881e-12,TRUE,"Pass-Through",1,NA,NA,NA,NA,NA,NA
4003875,"M",188,2175,33966,136501,0.0055349467114173,0.0159339492018373,1.15498304613904,0.110287876418199,0.93882278042797,1.37114331185012,0.432320531422149,2.22681706781625,1.91696338418432,2.58675480941841,0.669791425234088,2.22681706781625,10.472438890377,1.15624980448147e-25,TRUE,"Random-Effects",2,0,0,0.0358222954666449,0.849882940683177,-0.246357291548526,2.55632338382662
