"concept_id","sex","age_group","patient_count_d1","patient_count_d2","denominator_d1","denominator_d2","prevalence_d1","prevalence_d2","log2_pr","se","ci_low","ci_high","ci_width","fold_diff","fold_ci_low","fold_ci_high","fold_ci_width","fold_symmetric","z","p_value","sig","meta_model_type","n_strata","tau2","I2","Q","pval_Q","lower_predict","upper_predict"
22492,"F","60-69",5,5,14889,10167,0.000335818389415004,0.000491787154519524,0.550352817813128,0.912251654918046,-1.2376275706633,2.33833320628956,3.57596077695286,1.46444378872824,0.424069441011906,5.05718027035226,4.63311082934035,1.46444378872824,0.603290566639279,0.546315407363876,FALSE,"Pass-Through",1,NA,NA,NA,NA,NA,NA
22492,"M","20-29",6,6,14596,13151,0.000411071526445602,0.000456239069272299,0.150400550039253,0.832759746129337,-1.48177856014897,1.78257966022747,3.26435822037644,1.10987757584974,0.358047137884254,3.4404079883256,3.08236085044135,1.10987757584974,0.180604971287714,0.856677653531891,FALSE,"Pass-Through",1,NA,NA,NA,NA,NA,NA
22492,"M","30-39",5,5,15149,13623,0.00033005478909499,0.000367026352492109,0.15317812056379,0.912281434530581,-1.63486063488068,1.94121687600826,3.57607751088895,1.11201644278059,0.322001511394828,3.84029430066291,3.51829278926808,1.11201644278059,0.167906651134042,0.866656717570575,FALSE,"Pass-Through",1,NA,NA,NA,NA,NA,NA
22839,"M","60-69",9,5,9973,8311,0.000902436578762659,0.000601612321020335,-0.58499143244832,0.804411511901087,-2.16160902452386,0.991626159627223,3.15323518415108,0.666653297503978,0.223506853532963,1.98842501716568,1.76491816363271,1.50003008121929,-0.727229065961269,0.467085643414046,FALSE,"Pass-Through",1,NA,NA,NA,NA,NA,NA
23220,"F","0-9",79,275,17355,67082,0.00455200230481129,0.00409946036194508,-0.200543728816708,0.33965509664291,-0.866255485402282,0.465168027768866,1.33142351317115,0.870222528453242,0.548568814692124,1.38047812552482,0.831909310832691,1.14913136273021,-0.590433444982414,0.554900093711185,FALSE,"Random-Effects",7,0.538663901811127,0.582714179376062,14.3786337887749,0.0256810413834502,-2.17941247178244,1.77832501414902
23220,"F","10-19",316,1052,80676,118520,0.00391690217660767,0.0088761390482619,1.21420904967467,0.141907038272408,0.936076365507999,1.49234173384133,0.556265368333332,2.32013547737229,1.91331759025668,2.81345274865706,0.900135158400386,2.32013547737229,8.55636946874928,1.16477586543998e-17,TRUE,"Random-Effects",13,0.138493035618205,0.468639023720516,22.5835176757284,0.0314771742337445,0.346421397174916,2.08199670217441
23220,"F","20-29",545,1059,148045,139140,0.0036813131142558,0.00761103924105218,1.05306607128163,0.07608698897142,0.903938313205553,1.20219382935771,0.298255516152159,2.07493489700312,1.87116698654255,2.30089289612605,0.4297259095835,2.07493489700312,13.8402910342159,1.45615832480504e-43,TRUE,"Random-Effects",13,0,0,9.53178264226997,0.656962365019132,0.887286763539953,1.21884537902331
23220,"F","30-39",560,710,182583,151080,0.0030670982512063,0.00469949695525549,0.619034816561826,0.0865229041233424,0.449453040642262,0.788616592481389,0.339163551839127,1.53584733386113,1.36552245717535,1.72741723911864,0.361894781943292,1.53584733386113,7.15457742471707,8.39310648464247e-13,TRUE,"Random-Effects",13,0.0101046877941296,0.112358995163189,13.5189788829169,0.332473130882027,0.330057360993149,0.908012272130503
23220,"F","40-49",360,531,175056,138661,0.00205648478201261,0.00382948341638961,0.879646610325612,0.12257936064277,0.639395478217837,1.11989774243339,0.480502264215551,1.83992455458315,1.55767632102002,2.17331567596866,0.615639354948639,1.83992455458315,7.17613965118602,7.17073095564132e-13,TRUE,"Random-Effects",13,0.0656682418798894,0.350080350476124,18.4638208873836,0.102315923405304,0.260718242431416,1.49857497821981
23220,"F","50-59",231,431,185478,141825,0.00124543072493773,0.00303895646042658,1.28332900874109,0.118392570146846,1.05128383521614,1.51537418226604,0.464090347049898,2.43399973122396,2.07237320484908,2.85872963312596,0.786356428276882,2.43399973122396,10.839607647248,2.23427200161728e-27,TRUE,"Random-Effects",13,0,0,10.1863139142587,0.599619332295495,1.02537375796786,1.54128425951431
23220,"F","60-69",147,173,173904,120159,0.000845293955285675,0.0014397589860102,0.727231202580128,0.250645743878628,0.235974571699767,1.21848783346049,0.982513261760722,1.65545891046764,1.17770203176057,2.32702681182421,1.14932478006364,1.65545891046764,2.90143048641704,0.00371463184800181,TRUE,"Random-Effects",12,0.39778549494623,0.497393942973845,21.885928046879,0.025272016977668,-0.766537040453988,2.22099944561424
23220,"M","0-9",110,429,21939,93164,0.0050139021833265,0.00460478296337641,-0.180820505136297,0.237836399217257,-0.64697128181481,0.285330271542216,0.932301553357027,0.882201118620295,0.638619591787483,1.21868922235303,0.580069630565549,1.13352837453203,-0.760272631655185,0.447091637601791,FALSE,"Random-Effects",9,0.273473511601649,0.590220852939905,19.5227113370578,0.0123007865126561,-1.50559863568812,1.14395762541552
23220,"M","10-19",224,688,85714,123738,0.00261334204447348,0.00556013512421407,1.02409239300589,0.204129427507005,0.624006066907382,1.4241787191044,0.800172652197019,2.03367958322287,1.54114869763377,2.6836168719914,1.14246817435763,2.03367958322287,5.01687779911472,5.25179479403096e-07,TRUE,"Random-Effects",13,0.364873150782897,0.700124838262711,40.0166520310636,7.14526345466574e-05,-0.365132701525728,2.41331748753751
23220,"M","20-29",428,769,156845,145750,0.00272880869648379,0.00527615780445969,0.945725553432655,0.0887174324330288,0.771842581063053,1.11960852580226,0.347765944739204,1.92615733668481,1.70744911117478,2.17288003571132,0.465430924536534,1.92615733668481,10.6599743420952,1.56640651844203e-26,TRUE,"Random-Effects",13,0.00314412055512124,0.0276391424432786,12.3410973474938,0.418689043221966,0.717054985841962,1.17439612102335
23220,"M","30-39",379,651,187423,166775,0.00202216376858763,0.00390346274921301,0.948517099832035,0.111498098807202,0.72998484182523,1.16704935783884,0.43706451601361,1.92988796780296,1.65862166465476,2.24551966710618,0.586898002451423,1.92988796780296,8.50702487288298,1.78453260966551e-17,TRUE,"Random-Effects",13,0.0458264491606282,0.28569502345028,16.7995469637677,0.157294535729348,0.422622470959042,1.47441172870503
23220,"M","40-49",199,401,160194,143350,0.00124224377941746,0.0027973491454482,1.14379494709246,0.152880636778836,0.844154405072387,1.44343548911253,0.599281084040138,2.20961489063949,1.79521222443258,2.71967731641253,0.924465091979952,2.20961489063949,7.48162076762617,7.34115328965702e-14,TRUE,"Random-Effects",13,0.0921069927388739,0.315280310905843,17.5254198048186,0.130878535677425,0.403384842339073,1.88420505184584
23220,"M","50-59",77,162,108395,98075,0.000710364869228285,0.00165179709406067,1.18054478211789,0.202814460575879,0.783035743845252,1.57805382039053,0.795018076545281,2.26662351821189,1.72074789350673,2.98566814621594,1.26492025270921,2.26662351821189,5.82081168554654,5.85625228236612e-09,TRUE,"Random-Effects",10,0,0,7.73685776698005,0.560866727919359,0.721746597407115,1.63934296682867
23220,"M","60-69",18,21,29792,25442,0.000604189044038668,0.000825406807640909,0.450063640259149,0.466483994582131,-0.464228188486205,1.3643554690045,1.82858365749071,1.36610051694172,0.724858757762777,2.57461278132091,1.84975402355813,1.36610051694172,0.9647997476576,0.33464512235018,FALSE,"Random-Effects",3,0,0,0.580777445961711,0.747972756860177,-1.55705499241409,2.45718227293239
24134,"F","20-29",145,113,148045,139140,0.000979431929480901,0.000812131665947966,-0.255719910103658,0.194670046142526,-0.63726618941176,0.125826369204444,0.763092558616204,0.837569080335879,0.642930104740057,1.09113254949902,0.448202444758962,1.19393137053123,-1.31360687055283,0.188978535427646,FALSE,"Random-Effects",13,0.0418578278914232,0.0889117226309562,13.1710617928841,0.356730812527225,-0.871033992251377,0.359594172044061
